@relation star_classification-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-unset-class-temporarily

@attribute obj_ID {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute alpha {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute delta {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute u {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute g {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute r {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute i {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute z {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute run_ID {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute rerun_ID {'\'All\''}
@attribute cam_col {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute field_ID {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute spec_obj_ID {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute redshift {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute plate {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute MJD {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute fiber_ID {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
@attribute class {GALAXY,QSO,STAR}

@data
'\'(8.1-inf)\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(5.4-6.3]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(8.1-inf)\'','\'(7.2-8.1]\'','\'(8.1-inf)\'','\'All\'','\'(8.1-inf)\'','\'(0.9-1.8]\'','\'(6.3-7.2]\'','\'(0.9-1.8]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(0.9-1.8]\'',GALAXY
'\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(8.1-inf)\'','\'All\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(0.9-1.8]\'',GALAXY
'\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(6.3-7.2]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(3.6-4.5]\'','\'All\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'',STAR
'\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'All\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'',GALAXY
'\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'All\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'',GALAXY
'\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'All\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(3.6-4.5]\'',GALAXY
'\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(1.8-2.7]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'All\'','\'(4.5-5.4]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'',GALAXY
'\'(8.1-inf)\'','\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(7.2-8.1]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(8.1-inf)\'','\'All\'','\'(6.3-7.2]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'',GALAXY
'\'(8.1-inf)\'','\'(8.1-inf)\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(8.1-inf)\'','\'All\'','\'(4.5-5.4]\'','\'(1.8-2.7]\'','\'(6.3-7.2]\'','\'(1.8-2.7]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(6.3-7.2]\'',QSO
'\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'All\'','\'(6.3-7.2]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(1.8-2.7]\'',GALAXY
'\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'All\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'',QSO
'\'(1.8-2.7]\'','\'(4.5-5.4]\'','\'(7.2-8.1]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(1.8-2.7]\'','\'All\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'',GALAXY
'\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'All\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'',GALAXY
'\'(6.3-7.2]\'','\'(8.1-inf)\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(6.3-7.2]\'','\'All\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(8.1-inf)\'',STAR
'\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'All\'','\'(4.5-5.4]\'','\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(1.8-2.7]\'',GALAXY
'\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(8.1-inf)\'','\'All\'','\'(8.1-inf)\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(3.6-4.5]\'',GALAXY
'\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(7.2-8.1]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(8.1-inf)\'','\'All\'','\'(6.3-7.2]\'','\'(1.8-2.7]\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(0.9-1.8]\'',GALAXY
'\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'All\'','\'(2.7-3.6]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'',GALAXY
'\'(6.3-7.2]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(8.1-inf)\'','\'(7.2-8.1]\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'All\'','\'(8.1-inf)\'','\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'',STAR
'\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(7.2-8.1]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'All\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',GALAXY
'\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(6.3-7.2]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'All\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'',GALAXY
'\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(4.5-5.4]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'All\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'',GALAXY
'\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'All\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'',STAR
'\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(6.3-7.2]\'','\'(8.1-inf)\'','\'All\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(1.8-2.7]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(-inf-0.9]\'',QSO
'\'(8.1-inf)\'','\'(8.1-inf)\'','\'(2.7-3.6]\'','\'(8.1-inf)\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(8.1-inf)\'','\'All\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(2.7-3.6]\'',GALAXY
'\'(4.5-5.4]\'','\'(2.7-3.6]\'','\'(1.8-2.7]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(7.2-8.1]\'','\'(4.5-5.4]\'','\'All\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'',STAR
'\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'All\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(4.5-5.4]\'',STAR
'\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'All\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'',STAR
'\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'All\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'',GALAXY
'\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(1.8-2.7]\'','\'All\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'',STAR
'\'(4.5-5.4]\'','\'(8.1-inf)\'','\'(2.7-3.6]\'','\'(7.2-8.1]\'','\'(8.1-inf)\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'All\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'',STAR
'\'(4.5-5.4]\'','\'(8.1-inf)\'','\'(3.6-4.5]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'All\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(1.8-2.7]\'',GALAXY
'\'(4.5-5.4]\'','\'(8.1-inf)\'','\'(3.6-4.5]\'','\'(6.3-7.2]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'All\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(-inf-0.9]\'',GALAXY
'\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'All\'','\'(6.3-7.2]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'',GALAXY
'\'(5.4-6.3]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'All\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(3.6-4.5]\'',STAR
'\'(8.1-inf)\'','\'(8.1-inf)\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(8.1-inf)\'','\'All\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(7.2-8.1]\'',GALAXY
'\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'All\'','\'(6.3-7.2]\'','\'(8.1-inf)\'','\'(6.3-7.2]\'','\'(-inf-0.9]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(-inf-0.9]\'',QSO
'\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'All\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'',STAR
'\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(1.8-2.7]\'','\'All\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'',GALAXY
'\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'All\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'',STAR
'\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(8.1-inf)\'','\'All\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(0.9-1.8]\'',STAR
'\'(1.8-2.7]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(7.2-8.1]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(1.8-2.7]\'','\'All\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(5.4-6.3]\'','\'(0.9-1.8]\'','\'(5.4-6.3]\'','\'(7.2-8.1]\'','\'(2.7-3.6]\'',GALAXY
'\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'All\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'',GALAXY
'\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'All\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(7.2-8.1]\'',GALAXY
'\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'All\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'',GALAXY
'\'(4.5-5.4]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'All\'','\'(8.1-inf)\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(3.6-4.5]\'',STAR
'\'(3.6-4.5]\'','\'(8.1-inf)\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(4.5-5.4]\'','\'(3.6-4.5]\'','\'All\'','\'(2.7-3.6]\'','\'(1.8-2.7]\'','\'(6.3-7.2]\'','\'(0.9-1.8]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\'',GALAXY
'\'(8.1-inf)\'','\'(8.1-inf)\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(8.1-inf)\'','\'All\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(7.2-8.1]\'',GALAXY
